,text,label
1608,"(Jeff) Atwaters busy helping his friends and wasting our tax dollars -- $48 million for a government building so lavish its dubbed the Taj Mahal, $100,000 for a golf musuem, and $110 million to build a private prison to help a big contributor.",0
1609,"Despite claims that you can keep the health care plan you like, the Obama Administration has predicted that as many as 7 out of 10 Americans with employer-provided health coverage could lose their current health plan.",0
1610,On supporting the charter school amendment.,1
1611,"In my years in the State Legislature, I have never voted for a tax increase.",0
1612,"The lawyer who brought the case against NationsBank said publicly that Alex Sink had nothing to do with the case, had nothing to do with the situation and didnt know about the problems.",1
1613,"Were spending millions for each individual held at Guantanamo Bay, Cuba.",1
1614,Texas is LAST (50th) in spending for mental health care.,1
1615,"Barack Obama promises higher taxes on ""the sale of your home.""",0
1616,Says FBI Director James Comeys letter about new developments in the investigation into her emails only went to Republican members of the House.,0
1617,"""Barack Obama won't even use the term 'war on terrorism.'""",1
1618,Wendy Davis is fighting to bring ... Bloomberg-style gun control to Texas.,1
1619,"Under federal law, Jared Loughner would not have been able to buy a gun had he been identified as mentally ill.",1
1620,"Two million federal workers negotiate zippo, zero. There is no collective bargaining for federal employees.",0
1621,"The Congressional Budget Office ""estimates that only 15 percent of this stimulus package will be spent in 2009"" and only 37 percent in 2010.",0
1622,Says he represents or has represented about half the San Antonio-rooted district in which he seeks election.,1
1623,We have the fewest people employed in this country since 1979.,1
1624,"Says U.S. Senate opponent Tammy Baldwin supported a federal budget that spent trillions -- not billions, trillions -- more money than the Obama budget.",0
1625,Twenty-five percent of people in the country have said they changed their email and phone habits because of the collection of data allowed by the Patriot Act.,1
1626,"Says under President Barack Obama, the debt increased by 23 percent, which was less than under any president going back to Ronald Reagan.",0
1627,The Secure Communities Program and 287(g) immigration programs were programs that worked but were recklessly gutted by the Obama administration.,1
1628,I spent only $36.29 on my campaign for governor.,1
1629,"Says that Susan Rice, the presidents national security adviser, has already conceded that Iran will have a robust uranium enrichment capability.",0
1630,"Because theres no local option to allow communities to ban, limit or restrict the location of pot shops, if Amendment 2 passes you can expect the seedy elements of the pot industry to move in right next door to your neighborhood, your church, your business and even your childs school.",0
1631,"With his decision on whether to fire Gen. Stanley McChrystal, President Obama has to fix yet another problem he inherited from the Bush administration.",0
1632,Says Hillary Clinton lied about why her parents named her Hillary.,1
1633,The health care law imposes the largest tax increase in history on the middle class.,0
1634,The number of terrorists out there has doubled.,1
1635,"Under the Espionage Act, (Edward Snowden would not be) allowed to come into court and say I was justified in disclosing this information. There is no whistleblower exception in the Espionage Act.",1
1636,The median income in this country has declined 10 percent in the last four years.,1
1637,We will not ask for a tax increase to run city government.,1
1638,"Unlike marijuana, medical cannabis oil cannot get you high.",1
1639,"Says Jeff Reardon cut elementary school music classes, art instruction, teaching positions, basketball and volleyball programs, and he voted to raise school lunch prices.",0
1640,"In Florida, illegal immigration costs taxpayers nearly $4 billion (a year). This amounts to $700 for every household in Florida.",0
1641,Theres no money for Planned Parenthood in the bill that would keep the government open.,1
1642,"The House passed cut, cap and balance with bipartisan support.",0
1643,Tim Kaine broke a campaign promise not to raise taxes.,0
1644,Children who witness domestic violence are twice as likely to commit it themselves.,1
1645,On reauthorization of Export-Import Bank.,0
1646,Says Gov. Bob McDonnells budget would cut pre-kindergarten programs.,0
1647,"""Joe Biden wrote the Violence Against Women Act ... the rate of domestic violence went down dramatically.""",1
1648,"""Last year, (Bill McCollum) spent more than $2.2 million dollars to produce and air campaign-style TV ads where you were featured in almost every frame.""",1
1649,We already have $23 billion worth of debt.,1
1650,"""When the salmonella source was finally identified, FDA officials had to wait for industry approval before they could go live with the [peanut] recall.""",1
1651,Weve had the private sector more than double the investment that was made by the public sector at Quonset Business Park.,1
1652,Women are paid 77 cents for every $1 men get for the same work.,0
1653,"As governor, Mitt Romney raised nursing home fees eight times.",0
1654,"Says if Texas abortion measure passes, someone living in El Paso would have to drive 550 miles each way to San Antonio for something as simple as cervical cancer screening.",0
1655,The Paris Agreement is by far the largest number of countries ever to sign an international agreement on a single day.,1
1656,Says that Wall Street hedge fund managers pay a lower tax rate than does a sheet metal worker in Parma or a school teacher in Cleveland.,1
1657,"Woonsocket needs a garbage-burning power plant because residents are paying through the nose for electricity thats fueled by foreign oil, at prices that are skyrocketing.",0
1658,By using a little-known loophole ... Obama minions are allowing Nestle Company to export precious fresh water out of Lake Michigan.,0
1659,"Every 1 percent increase in the cost of health insurance today causes about 30,000 Georgians to be uninsured.",0
1660,Says Washington state has consistently ranked in the top five in the Forbes list of best states to do business ahead of Texas.,1
1661,The Obama administration offered no magic number of people that needed to sign up for health care on the marketplaces.,0
1662,Only after news broke that our veterans are dying because of inadequate health care did Harry Reid and Senate Democrats take action.,0
1663,Says Rick Perry wanted to secede from the union.,0
1664,It is a fact that the economy does better when we have a Democrat in the White House.,1
