,text,Type
1743," Commerce Secretary Wilbur Ross will lead a trade mission to China in mid-November . The mission will be part of President Donald Trump’s first visit there, the Commerce Department said . The department said it was taking applications from trade associations and companies large and small through Sept 29 . It said the mission would promote new sales and investments between U.S. businesses and Chinese entities .",1
7462," Leslie Moonves, the CEO of CBS, was recently caught on tape gleefully celebrating the rise of Donald Trump . Moonves laughingly told the audience that the Trump show has been  damn good,  for company profits . The founders of our country understood that a free and independent media is essential to a healthy democracy . The press is no longer the watchdog of government that it once was .",0
2865," Dutch satire show Zondag Met Lubach put together a fake tourism commercial using a voice that sounded just like Trump s . The Dutch comedian Arjen Lubach says, as he introduces the pretend advertisement:  I will screw you over big time. From this day forward, it s going to be only America first . And we realize it s better for us to get along [so] we decided to introduce our tiny country to him in a way that will probably appeal to him the most, it was absolutely comic genius .",0
12742," Ayatollah Isa Qassim was suffering constant pain and excreting blood, activists say . News of his fragile health has stoked tension in Bahrain as the Sunni Muslim-led monarchy pursues a crackdown on dissent by majority Shi ites . The Interior Ministry said in June 2016 that his citizenship had been revoked, accusing him of trying to divide Bahraini society .",1
13006," Naa imur Rahman, of north London, charged with preparing to commit acts of terrorism . He was remanded in custody after a brief appearance at Westminster Magistrates Court . Prosecutor: Rahman planned to detonate an explosive device at Downing Street and gain access to May's office . Second attack was to be carried out with a suicide vest, pepper spray and a knife, prosecutor says .",1
9421," Louisiana governor to sign law making police killings hate crimes . Governor John Bel Edwards plans to sign legislation making it a hate crime to kill a police officer or another first responder . Critics say it could weaken the hate crimes law by including a professional distinction that a matter of choice, in contrast to the color of skin .",1
5713," Leaked video shows probation officers brutally beating a teen inside a California detention center . The video was leaked to Witness LA by someone from inside the probation department . The 17-year-old was taken to a hospital where he was treated for multiple injuries, including bruising, black eyes, swelling and abrasions .",0
11105," A picture of a teacher wearing an anti-Trump jacket is circulating on social media and getting major attention . Cheryl Judy, a teacher at Sherman Jr Senior High School in West Virginia, says she is the one in the photo . Boone County Schools is investigating after a picture of the teacher went viral . A full investigation will begin once spring break is over .",0
22165," The Boiler Room #101 – St. Patrick’s Cyber-pocalypse with John McAfee . Join us for uncensored, uninterruptible talk radio, custom-made for bar fly philosophers, misguided moralists, masochists, street corner evangelists, media-maniacs, savants and political animals .",0
20092," Independent Catalonia would need to apply to join EU: European Commission chief Jean-Claude Juncker . Catalonia s parliament has laid the ground for a referendum on independence from Madrid on Oct. 1 . Croatia was the last country to join the EU, in 2013 after first applying for membership in 2003 .",1
16400," The vote was 423 to two for the Iran Ballistic Missiles and International Sanctions Enforcement Act . President Donald Trump said on Oct. 13 he would not certify Iran is complying with an international agreement on its nuclear program . To become law, the measure would have to pass the U.S. Senate and be signed into law by President Trump .",1
13893, Cuban President Raul Castro met with North Korean Foreign Minister Ri Yong Ho on Friday . North Korea is facing unprecedented pressure from the United States and the international community to cease its nuclear weapons and missile programs . Cuba has maintained close diplomatic ties with North Korea since 1960 but is opposed to nuclear weapons . Canadian Prime Minister Justin Trudeau said on Thursday he had discussed with Castro last year .,1
